4.95,4.25,4.6
4.77,4.3947,4.4988
4.7389,4.6005,4.6997
4.8864,4.6136,4.6591
4.6759,4.6966,4.7172
4.8,4.65,4.65
4.8696,4.4783,4.6522
5,5,4.5
4.7714,4.6286,4.8286
4.5849,4.6226,4.5283
4.7073,4.4756,4.5854
4.72,4.38,4.56
4.7683,4.8293,4.7805
4.767,4.4951,4.5922
4.8095,4.6905,4.7143
4.9162,4.4712,4.7277
4.7584,4.5296,4.581
4.65,4.5,4.3
4.8529,4.4118,4.5588
4.9474,4.5789,4.2632
4.9015,4.6515,4.75
4.875,4.625,4.6875
4.9756,4.7561,4.8293
4.8297,4.6319,4.7967
4.6933,4.68,4.7467
4.3,4.4,4.6
4.4744,4.6538,4.5577
5,5,5
4.8417,4.7958,4.8
4.9073,4.5202,4.7097
4.85,4.5,4.65
4.7,4.9571,4.8857
5,5,5
4.6,4.1,4.3
4.9333,4.7556,4.8
4.9091,4.7273,4.7273
4.7889,4.8111,4.8
5,4.875,5
4.75,4.9,4.8
4.6667,4.6667,4.5556
4.3942,4.7212,4.6442
4.4286,3.2857,3.4286
4.7407,4.6296,4.6148
5,4.7778,4.8889
4.8966,4.8276,4.8621
4.9032,4.5806,4.7067
4.5833,4.5625,4.6042
4.9794,4.7216,4.9072
4.75,4.25,4.625
4.7102,4.7755,4.7837
4.8981,4.6389,4.6944
5,5,5
4.875,4.4453,4.7188
4.843,4.4477,4.4651
4.7333,4.6,4.6667
4.9318,4.7614,4.7045
4.8462,4.4615,4.4231
4.793,4.6584,4.6958
4.8009,4.8287,4.7176
4.9773,4.6136,4.75
4.6329,4.3924,4.4304
4.8333,4.3333,4.3333
4.8444,4.7111,4.7111
4.75,4.625,4.75
4.7667,4.5833,4.4833
4.6533,4,4.0667
4.7083,4.7639,4.7778
4.7753,4.3146,4.3933
4.8,4.325,4.375
5,5,5
4.8258,4.4775,4.6404
4.6787,4.6652,4.6968
4.7692,3.7692,4.0769
4.783,4.0755,4.3019
4.8889,4.4444,4.3889
5,5,5
4.95,4.85,4.95
5,4,4.5
5,4.7241,4.931
5,5,5
4.9118,4.6176,4.7647
4,4.3333,4
5,4.6667,5
4.5,4.5,4.5
4.2222,4.2222,4.1111
4.9231,4.4615,4.2308
4.7589,4.7232,4.7679
4.8289,4.3476,4.4759
5,4.6667,5
4.8421,4.3684,4.5263
4.4,4.5,4.7
4.6491,4.0351,4.1579
5,4.5,5
4.5,4.2857,4.4286
4.7209,4.6512,4.7442
4.5181,4.4145,4.2228
4.8788,4.8485,4.9394
4.9286,4.1071,4.75
4.9167,4.0417,4.4583
4.8,4.68,4.72
5,5,5
4.8621,4.6034,4.6034
5,4,4
4.75,4.75,4.75
4.7895,4.6316,4.7895
4.9082,4.0816,4.4082
4.4828,3.7586,4.1379
4.8919,4.4054,4.6216
4.8,4.4,4.6
5,4.75,4.75
4.6667,4.5833,4.6667
4,4.4286,4.4286
4.6364,4.3333,4.303
4.8,4.4,4.6
4.9286,4.2976,4.631
4.7143,4.3929,4.5357
4.6475,4.4964,4.4532
4.913,4.3043,4.6087
4.8119,4.6337,4.6997
4.8537,4.7073,4.5122
4.6,3.6,4
4.3333,4.6667,4.3333
4.5333,4.2667,4.3333
4.8,4.8,5
5,4.85,4.9
4.5769,4.8291,4.765
4.75,4.75,4.5
4.5135,4.0811,4.3108
4.8144,3.8144,4.299
4.8824,4.9412,4.9412
4.7895,4.3158,4.5789
4.9,4.35,4.35
5,4,4.9091
5,4.625,4.8125
4.6667,5,4.8889
4.8034,3.8738,4.2209
4.7619,4.6667,4.5714
4.5882,4.7941,4.7941
4.6882,3.8387,4.1398
5,5,5
4.65,4.9,4.65
4.6087,3.8478,4.0652
4.8923,4.5846,4.7692
4.52,4.08,4.08
4.5714,4.5714,4.7143
5,5,5
5,5,5
4.8435,4.8,4.6522
5,4.5,4.5
5,5,4.5
4.5,4.375,4.375
4.7432,4,4.4459
4.8654,4.5769,4.7115
4.9038,4.3077,4.5
4.9194,4.6774,4.5161
4.8824,3.5588,4.0294
4.8824,4.4706,4.4706
4.9333,4.5333,4.6
5,4.8,4.8
4.9573,4.8376,4.8803
5,5,5
5,4,4
5,4.3571,4.7857
4.375,4.625,4.5
4.9167,4.1667,4.25
4.125,4.125,4.125
4.5763,3.7627,3.8983
4.7333,4.6667,4.7333
4.8493,4.7534,4.6164
4.8111,4.2444,4.4222
4.6905,4.4603,4.4643
4.5882,4.9412,4.5294
3.3333,4.3333,4.3333
4.7895,4.6184,4.5263
4.8,3.2,4.2
4.8444,4.4889,4.6222
4.9444,4.4722,4.5833
4.7941,4.1912,4.3529
4.1667,4.1667,4.1667
4.25,3.875,4.125
4.8182,4.6364,4.8182
5,3.5,4
4.5968,4.5,4.6129
4.8378,4.5946,4.5405
4.7778,4.4444,4.5556
4.875,4.5313,4.7188
5,5,5
5,3.6667,5
4.7424,4.1364,4.4545
4.4412,4.5294,4.5
5,5,5
4.4821,4.4821,4.3393
4.875,4.625,4.125
4.8,4.6,5
4.9091,4.9091,4.7273
5,5,4.3333
5,5,5
4.8,3.5,4
4.7826,4.6087,4.4783
4.8,4.2,4.4
4.4,4.6571,4.6857
4.9091,4.1818,4.4545
4.6875,4.5,4.75
4.807,4.807,4.8421
4.8108,4.7027,4.6486
5,4.75,5
3.3333,2,2.3333
5,4.75,4.75
5,5,5
4.8571,4.7857,4.7143
4.6818,4.0455,4.2273
4.4444,3.7778,4
4,4.8333,4.3333
4.6667,4.3333,4.3333
4.8182,4.8182,4.3636
4.5,3.9167,3.4167
4.5,2.5,2
4.8,4.7333,4.7333
4.88,4.64,4.6
4.625,4.5,4.125
4.6667,4.1667,4.5
5,3.5,4.25
5,5,5
5,4.8889,5
5,4.7273,4.9091
4.4615,4.9231,4.7692
4.875,4.1563,4.4375
4.5667,3.7667,3.9833
4.34,4.5,4.38
4.625,4.25,4.75
4.5385,4.2692,4.3077
4.6771,4.5833,4.6563
4.7143,4.4286,4.5714
4.7736,4.1321,4.3019
4.7748,4.7658,4.7117
4.9206,4.2381,4.6032
4.8182,4.9091,4.8182
4.9,4.4,4.7
5,4.5556,4.7778
4.9167,4.5833,4.75
4.75,4.75,4.25
4,2.6667,3
4.9091,4.6364,4.8636
4.7727,4.9091,4.8182
4.6,4.8,4.6
4.25,3.25,4
4.7361,4.4306,4.625
4.5909,4.0909,4.0455
4.8898,4.4173,4.5354
2,3,3
4.6257,4.139,4.1604
4.8361,4.918,4.8361
5,4.6667,5
4.7,4.4,4.5
4.9655,4.1379,4.8276
4.1111,3.3333,3.7778
4.8235,4.7059,4.8235
4.6,4.2,4.4
5,5,5
5,5,3.6667
4.6882,4.0645,4.0968
5,4.9091,4.8182
4.8846,4.8718,4.8846
4.5,4.75,4.75
4.6667,5,4.5
4.7692,4.4615,4.3846
5,5,5
5,4.5,5
4.6092,4.3333,4.4368
4.9322,4.6957,4.8081
4.8333,3.8333,4.6667
4.6364,4.7576,4.7576
4.5,4.1429,4.3571
4.8942,4.7019,4.6827
5,4.6667,5
4.5263,4.7895,4.6316
5,4.75,4.75
4.6,4,4.2
5,5,5
4.8462,3.9231,4
4.7222,4.3333,4.2222
4.8395,4.5556,4.6543
4.7897,4.7846,4.7282
4.6667,4,5
4.5,4.25,4
5,4.6667,4.6667
5,4.6667,4.4444
5,4.4,4.4
4.75,4.5,4.625
3,3,3
5,5,4
5,5,4.6667
5,5,5
4.76,4.42,4.52
4.6842,4.5789,4.5263
4.3636,3.4545,4.0455
5,5,5
5,5,4.5
5,4.6,4.6
4.8983,4.5763,4.6949
4.8333,4.5833,4.6667
5,4,3.7
4.5714,4.5,4.3571
4.5,3.5,4
5,4.9,4.7
4.1429,4.8571,4.8571
5,5,5
5,4.5333,4.6667
4.75,3.625,4.125
4.9545,4.4545,4.6364
5,4.5,4.75
5,5,5
4.7273,4.2727,4.5455
4.8556,4.7556,4.7444
4.6387,4.3067,4.4538
4.25,4.875,4.625
4.76,4.6,4.72
4.5,2.6667,3.6667
4.755,4.7528,4.7837
4.5,4,4.0333
4.5,3.6,3.9
4.9333,4.1333,4.2667
4.7895,4.4421,4.4737
5,5,5
4.8169,4.6338,4.5634
3.5,3,3
4.6429,4.1429,4.3571
4.7667,4.5333,4.5667
4.9474,4.7368,4.7895
4.8333,4.1667,4.5
4.9,4.2,4.3
5,4.3333,4.3333
4.9091,4.1818,4.4091
5,4,4
